spp,D.max_cm,D.min_cm,h.max_cm,Mort_total,Mort_Rec,Mort_Trans,Mort_Ant,,Morph,key_sp,Ac_sediment_type,Prof_metros,Pol,Zona,Tran,Est,Sub_zona,MorphSub_zona
PAST,15,14,5,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,8,8,1,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SSID,40,25,20,10,0,0,10,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,15,10,2,0,0,0,0,,Foli,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,Foli_HGC
SSID,15,12,10,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,20,20,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,12,12,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SINT,7,7,7,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,7,7,5,10,0,0,10,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
OFAV,40,30,30,17,0,2,15,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,12,12,10,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
SSID,25,20,12,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,15,15,12,70,0,0,70,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PSTR,12,12,12,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,12,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SSID,40,35,20,45,0,0,45,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
ACER,70,40,25,3,0,0,3,,Bran,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,BranMSE
PPOR,20,20,20,0,0,0,0,,Digi,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,DigiMSE
SSID,25,25,10,30,0,0,30,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,8,8,8,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,6,6,6,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PPOR,12,12,12,0,0,0,0,,Digi,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,DigiMSE
PSTR,5,5,5,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,15,12,10,90,0,0,90,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,15,15,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,25,25,10,10,0,0,10,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SSID,15,12,10,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
ACER,20,20,20,0,0,0,0,,Bran,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,BranMSE
PPOR,60,60,30,5,0,0,5,,Digi,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,DigiMSE
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,15,15,15,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,30,20,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,15,15,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
PAST,12,12,12,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PSTR,15,15,15,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,15,5,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SSID,30,30,12,7,0,5,2,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,12,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
MCAV,60,40,40,20,0,0,20,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,20,15,15,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
PPOR,90,60,25,0,0,0,0,,Digi,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,DigiMSE
AAGA,10,10,15,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,30,20,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,7,7,7,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,20,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
MCAV,20,15,5,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
DLAB,50,50,40,58,10,48,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
DLAB,20,20,20,50,10,40,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
OFAV,60,50,50,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
OFAV,40,30,30,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
MCAV,30,30,30,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
MCAV,25,25,25,25,10,5,10,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
HCUC,10,10,10,0,0,0,0,,Foli,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,Foli_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SSID,20,20,18,5,0,0,5,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,20,20,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,15,10,8,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
MCAV,40,40,40,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SSID,15,10,10,10,0,0,10,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
SSID,20,15,10,10,0,0,10,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,25,15,15,10,0,0,10,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,25,15,15,10,0,0,10,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,25,15,15,10,0,0,10,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
MCAV,50,50,40,96,6,30,60,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
MCAV,15,15,15,30,10,10,10,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
ACER,15,15,15,95,10,80,5,,Bran,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,BranMSE
SSID,18,18,15,10,0,0,10,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
MCAV,30,20,20,15,0,0,15,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PPOR,15,10,10,0,0,0,0,,Digi,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,DigiMSE
SSID,15,15,10,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
CNAT,110,100,80,55,5,20,30,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PSTR,20,20,20,99,1,98,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
MCAV,40,30,30,20,10,10,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,10,8,5,30,0,0,30,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PAST,40,30,25,40,0,0,40,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PPOR,25,20,20,20,0,0,20,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
ACER,25,20,20,10,0,0,10,,Bran,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Branslope
SSID,25,11,10,30,0,0,30,,Mass,key_sp,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
ACER,10,8,5,10,0,0,10,,Bran,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Branslope
SSID,30,20,15,70,0,0,70,,Mass,key_sp,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
SSID,5,3,3,0,0,0,0,,Mass,key_sp,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PPOR,10,8,3,0,0,0,0,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PFUR,10,13,2,0,0,0,0,,Digi,N/A,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PAST,20,13,8,20,0,0,20,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PAST,25,13,15,10,0,0,10,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PAST,20,18,3,0,0,0,0,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PFUR,30,25,15,0,0,0,0,,Digi,N/A,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PAST,5,5,3,5,0,0,5,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PAST,10,8,3,0,0,0,0,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PPOR,13,5,8,0,0,0,0,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PFUR,8,5,5,0,0,0,0,,Digi,N/A,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PPOR,18,10,10,0,0,0,0,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PFUR,13,13,5,10,0,0,10,,Digi,N/A,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PAST,15,10,5,0,0,0,0,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PPOR,15,10,5,0,0,0,0,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
SBOU,8,8,3,40,0,0,40,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PPOR,60,45,15,20,0,0,20,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
SSID,20,10,5,30,0,0,30,,Mass,key_sp,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
SSID,40,30,30,50,0,0,50,,Mass,key_sp,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PPOR,20,15,20,30,0,0,30,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PAST,20,10,15,40,0,0,40,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PAST,10,10,5,30,0,0,30,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PFUR,10,10,5,0,0,0,0,,Digi,N/A,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PAST,13,8,3,20,0,0,20,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
SSID,8,8,3,20,0,0,20,,Mass,key_sp,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PPOR,40,11,20,30,0,0,30,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PAST,20,15,20,40,0,0,40,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
AAGA,18,10,3,30,0,0,30,,submas_enc,N/A,allochthonous,2,Sur,RF,17,FR_S,slope,submas_encslope
PAST,18,15,1,30,0,0,30,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PAST,18,15,10,10,0,0,10,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
SSID,10,8,5,10,0,0,10,,Mass,key_sp,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
SSID,18,15,10,10,0,0,10,,Mass,key_sp,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
PAST,10,8,5,30,0,0,30,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
AAGA,18,10,5,60,0,0,60,,submas_enc,N/A,allochthonous,2,Sur,RF,17,FR_S,slope,submas_encslope
AAGA,18,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,2,Sur,RF,17,FR_S,slope,submas_encslope
PPOR,15,10,10,0,0,0,0,,Digi,key_sp,allochthonous,2,Sur,RF,17,FR_S,slope,Digislope
PAST,8,5,10,10,0,0,10,,Mass,N/A,authocthonous,2,Sur,RF,17,FR_S,_slope,Mass_slope
AAGA,60,50,70,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
AAGA,30,20,10,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
PAST,30,30,15,0,0,0,0,,Mass,N/A,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
ALAM,10,10,2,0,0,0,0,,Foli,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,Foli_S&G
AAGA,20,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
AAGA,35,35,35,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
AAGA,40,35,35,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
ATEN,15,15,15,30,0,0,30,,Foli,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,Foli_S&G
AAGA,7,5,2,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
AAGA,7,5,2,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
ATEN,10,10,5,0,0,0,0,,Foli,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,Foli_S&G
OFAV,18,10,10,0,0,0,0,,Mass,key_sp,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
ATEN,10,10,10,0,0,0,0,,Foli,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,Foli_S&G
PAST,12,10,10,0,0,0,0,,Mass,N/A,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
PSTR,25,25,25,38,18,20,0,,Mass,key_sp,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
SSID,60,20,25,10,0,0,10,,Mass,key_sp,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
AAGA,30,15,15,10,5,5,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
PAST,15,15,15,0,0,0,0,,Mass,N/A,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
PAST,30,20,25,0,0,0,0,,Mass,N/A,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
ATEN,20,20,15,0,0,0,0,,Foli,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,Foli_S&G
AAGA,7,5,5,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
PPOR,20,20,15,0,0,0,0,,Digi,key_sp,allochthonous,5,Centro,RF,20,FR_C,S&G,DigiS&G
AAGA,7,5,5,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
PPOR,10,10,10,0,0,0,0,,Digi,key_sp,allochthonous,5,Centro,RF,20,FR_C,S&G,DigiS&G
AAGA,25,25,10,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
PAST,15,10,5,0,0,0,0,,Mass,N/A,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
AAGA,12,12,12,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
ATEN,35,20,15,10,0,0,10,,Foli,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,Foli_S&G
ATEN,11,15,15,0,0,0,0,,Foli,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,Foli_S&G
PPOR,20,10,10,0,0,0,0,,Digi,key_sp,allochthonous,5,Centro,RF,20,FR_C,S&G,DigiS&G
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
AAGA,8,8,3,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
PAST,35,35,20,0,0,0,0,,Mass,N/A,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
PAST,35,35,20,20,0,0,20,,Mass,N/A,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
AAGA,30,20,20,0,0,0,0,,submas_enc,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,submas_enc_S&G
PPOR,30,20,20,0,0,0,0,,Digi,key_sp,allochthonous,5,Centro,RF,20,FR_C,S&G,DigiS&G
ATEN,50,50,40,0,0,0,0,,Foli,N/A,allochthonous,5,Centro,RF,20,FR_C,_S&G,Foli_S&G
SSID,25,25,20,30,0,0,30,,Mass,key_sp,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
PSTR,10,10,10,98,30,68,0,,Mass,key_sp,authocthonous,5,Centro,RF,20,FR_C,_S&G,Mass_S&G
AAGA,30,20,15,45,15,30,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
AAGA,15,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
MCAV,15,15,10,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
PAST,15,12,10,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
SSID,15,15,12,80,10,60,10,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
MCAV,35,35,15,100,0,0,100,,Mass,N/A,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
PSTR,15,15,5,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
AAGA,20,20,10,6,4,2,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
AAGA,12,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
SSID,8,8,8,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
PAST,6,6,5,10,5,5,0,,Mass,N/A,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
AAGA,15,15,12,5,5,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
AAGA,20,20,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
AAGA,35,25,30,15,5,0,10,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
MCAV,7,5,5,35,0,5,30,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
AAGA,30,28,22,20,10,10,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
SINT,18,12,5,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
AAGA,20,20,20,85,20,15,50,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
AAGA,12,12,12,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
AAGA,20,20,20,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
AAGA,20,20,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
MCAV,15,15,20,100,0,20,80,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
PSTR,22,15,20,10,0,0,10,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
MCAV,30,30,30,90,10,30,50,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
SSID,12,12,5,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
AAGA,20,15,15,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
AAGA,20,15,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,18,HGC_C,_HGC,submas_enc_HGC
PAST,10,10,5,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
PSTR,40,40,30,100,0,20,80,,Mass,key_sp,authocthonous,10,Centro,HG,18,HGC_C,_HGC,Mass_HGC
MCAV,20,10,5,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
PSTR,30,30,30,20,0,10,10,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
PAST,8,8,8,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
MCAV,30,25,30,0,0,0,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
SSID,25,25,25,95,15,80,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
AAGA,30,30,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
AAGA,30,30,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Centro,HG,19,HGC_C,_HGC,submas_enc_HGC
PAST,25,25,10,0,0,0,0,,Mass,N/A,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
SSID,10,10,10,90,10,80,0,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
SSID,25,25,25,15,0,0,15,,Mass,key_sp,authocthonous,10,Centro,HG,19,HGC_C,_HGC,Mass_HGC
