spp,D.max_cm,D.min_cm,h.max_cm,Mort_total,Mort_Rec,Mort_Trans,Mort_Ant,,Morph,key_sp,Ac_sediment_type,Prof_metros,Pol,Zona,Tran,Est,Sub_zona,MorphSub_zona
SSID,5,3,3,0,0,0,0,,Mass,key_sp,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
PAST,20,10,10,30,0,0,30,,Mass,N/A,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
SSID,10,10,5,5,5,0,0,,Mass,key_sp,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
SSID,15,10,10,40,0,0,40,,Mass,key_sp,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
ACER,20,15,10,0,0,0,0,,Bran,key_sp,allochthonous,9,Centro,HG,3,HGC_C,MSE,BranMSE
SSID,15,10,5,10,0,0,10,,Mass,key_sp,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
PAST,15,11,5,20,0,0,20,,Mass,N/A,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
AAGA,10,5,10,5,0,0,5,,submas_enc,N/A,allochthonous,9,Centro,HG,3,HGC_C,_HGC,submas_enc_HGC
PAST,25,20,10,80,0,0,80,,Mass,N/A,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
PAST,10,8,5,20,0,0,20,,Mass,N/A,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
PAST,10,8,5,0,0,0,0,,Mass,N/A,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
SBOU,10,5,3,0,0,0,0,,Mass,N/A,authocthonous,9,Centro,HG,3,HGC_C,_HGC,Mass_HGC
PPOR,100,30,15,30,0,0,30,,Digi,key_sp,allochthonous,8.75,Sur,HG,6,HGC_S,MSE,DigiMSE
SSID,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
AAGA,10,5,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
MCAV,5,3,2,0,0,0,0,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
DSTO,8,5,5,10,0,0,10,,Mass,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
AAGA,15,7,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
AAGA,10,18,1,10,0,0,10,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
DSTO,13,10,3,100,0,100,0,,Mass,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
AAGA,15,13,1,0,0,0,0,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
AAGA,30,20,1,10,0,0,10,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
AAGA,50,30,1,50,0,0,50,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
SSID,8,5,3,60,0,0,60,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
SSID,8,9,3,0,0,0,0,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
PPOR,50,40,25,90,0,0,90,,Digi,key_sp,allochthonous,8.75,Sur,HG,6,HGC_S,MSE,DigiMSE
AAGA,25,20,20,30,0,0,30,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
PAST,10,8,3,0,0,0,0,,Mass,N/A,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
PAST,10,8,10,0,0,0,0,,Mass,N/A,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
PAST,10,10,8,0,0,0,0,,Mass,N/A,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
PPOR,40,20,10,70,0,0,70,,Digi,key_sp,allochthonous,8.75,Sur,HG,6,HGC_S,MSE,DigiMSE
SSID,25,20,8,0,0,0,0,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
ACER,10,10,8,20,0,0,20,,Bran,key_sp,allochthonous,8.75,Sur,HG,6,HGC_S,MSE,BranMSE
SSID,18,10,10,0,0,0,0,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
SSID,10,8,5,60,0,0,60,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
AAGA,13,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
PPOR,10,8,5,0,0,0,0,,Digi,key_sp,allochthonous,8.75,Sur,HG,6,HGC_S,MSE,DigiMSE
PPOR,13,10,10,30,0,0,30,,Digi,key_sp,allochthonous,8.75,Sur,HG,6,HGC_S,MSE,DigiMSE
PSTR,30,25,15,60,0,0,60,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
MCAV,50,50,30,60,0,0,60,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
PSTR,50,30,35,20,0,0,20,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
AAGA,18,10,18,0,0,0,0,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
PFUR,30,30,15,20,0,0,20,,Digi,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,MSE,DigiMSE
PPOR,70,40,25,30,0,0,30,,Digi,key_sp,allochthonous,8.75,Sur,HG,6,HGC_S,MSE,DigiMSE
SSID,5,5,3,0,0,0,0,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
SSID,10,8,3,0,0,0,0,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
PSTR,25,20,20,100,0,100,0,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
AAGA,25,28,30,0,0,0,0,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
OFAV,30,25,20,60,0,0,60,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
AAGA,13,8,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
PAST,13,10,8,20,0,0,20,,Mass,N/A,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
MCAV,20,15,25,70,0,0,70,,Mass,key_sp,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
AAGA,20,18,18,10,10,0,0,,submas_enc,N/A,allochthonous,8.75,Sur,HG,6,HGC_S,_HGC,submas_enc_HGC
PAST,5,5,5,0,0,0,0,,Mass,N/A,authocthonous,8.75,Sur,HG,6,HGC_S,_HGC,Mass_HGC
MCAV,85,70,25,30,0,0,30,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,12,10,5,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,25,20,12,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
MCAV,32,20,12,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SSID,10,8,1,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,5,3,1,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SSID,5,5,1,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,21,12,10,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
SSID,10,10,4,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,22,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
SSID,5,5,1,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,7,5,3,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SINT,10,10,1,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,12,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
MCAV,22,20,23,55,5,0,50,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,12,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
SSID,22,12,10,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SSID,20,20,10,10,0,10,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
PAST,12,10,3,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,12,10,5,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,12,10,5,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SINT,12,10,2,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SSID,5,3,7,30,0,0,30,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,12,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
PAST,20,12,18,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,25,17,17,30,0,0,30,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
SSID,13,10,3,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SSID,5,5,1,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,22,20,5,3,0,0,3,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,50,25,10,3,0,0,3,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,50,25,10,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
PAST,25,20,5,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,25,10,3,0,0,0,0,,Foli,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,Foli_HGC
SINT,8,5,1,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,3,5,4,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,3,5,4,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,3,5,4,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,3,5,4,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
OFAV,120,100,95,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,30,25,4,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
MCAV,10,10,5,30,0,0,30,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,10,10,12,0,0,0,0,,Foli,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,Foli_HGC
MCAV,12,10,3,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,10,10,3,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,30,25,10,3,0,0,3,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SSID,25,25,10,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
SSID,12,12,10,8,0,3,5,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
SSID,10,10,1,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,12,12,3,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,12,12,3,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,12,10,2,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,30,25,20,30,0,0,30,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,30,25,20,20,0,0,20,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
SSID,20,12,5,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
OFAV,40,25,50,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PPOR,40,27,12,20,0,0,20,,Digi,key_sp,allochthonous,10.6,Centro,HG,4,HGC_C,MSE,DigiMSE
SSID,20,17,5,20,0,20,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,75,50,45,80,5,5,70,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,50,40,30,40,5,5,30,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,12,10,3,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,12,10,3,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,12,10,3,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,12,10,3,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,12,10,3,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,12,10,3,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
OFAV,12,10,3,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,40,30,20,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
OFAV,40,25,20,35,0,5,30,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
OFAV,110,100,100,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,30,20,20,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,30,20,20,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,10,10,1,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
OFAV,25,20,25,0,0,0,0,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,60,60,20,50,0,0,50,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
MCAV,50,50,60,20,0,0,20,,Mass,key_sp,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
PAST,10,10,3,0,0,0,0,,Mass,N/A,authocthonous,10.6,Centro,HG,4,HGC_C,_HGC,Mass_HGC
AAGA,12,10,3,20,0,0,20,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
AAGA,10,10,2,10,0,0,10,,submas_enc,N/A,allochthonous,10.6,Centro,HG,4,HGC_C,_HGC,submas_enc_HGC
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
AAGA,5,5,1,0,0,0,0,,submas_enc,N/A,allochthonous,4.1,Sur,RF,15,FR_S,_S&G,submas_enc_S&G
SSID,8,4,3,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
ACER,15,10,3,0,0,0,0,,Bran,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,BranS&G
SSID,20,20,5,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
MCAV,10,10,2,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,15,15,5,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PPOR,15,15,5,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PPOR,15,15,5,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
ACER,10,10,3,0,0,0,0,,Bran,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,BranS&G
ACER,10,10,3,0,0,0,0,,Bran,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,BranS&G
ACER,10,10,3,0,0,0,0,,Bran,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,BranS&G
PPOR,25,10,13,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PAST,25,20,10,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,25,20,10,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
SSID,10,10,8,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
MMEA,10,10,3,0,0,0,0,,Mass,N/A,allochthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
SSID,5,5,1,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
SSID,5,5,1,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
SSID,5,5,1,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
MCAV,10,10,2,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,15,10,5,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,5,5,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,5,5,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,5,5,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,5,5,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
AAGA,10,10,1,0,0,0,0,,submas_enc,N/A,allochthonous,4.1,Sur,RF,15,FR_S,_S&G,submas_enc_S&G
AAGA,10,10,1,0,0,0,0,,submas_enc,N/A,allochthonous,4.1,Sur,RF,15,FR_S,_S&G,submas_enc_S&G
AAGA,10,10,1,0,0,0,0,,submas_enc,N/A,allochthonous,4.1,Sur,RF,15,FR_S,_S&G,submas_enc_S&G
SSID,40,25,10,5,0,0,5,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,30,30,10,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
SSID,20,12,3,50,0,0,50,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
SSID,10,10,2,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,10,10,2,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PAST,10,10,3,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
AFRA,10,10,2,0,0,0,0,,Foli,N/A,allochthonous,4.1,Sur,RF,15,FR_S,_S&G,Foli_S&G
ACER,50,30,25,0,0,0,0,,Bran,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,BranS&G
SSID,60,50,50,60,0,0,60,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
ACER,25,25,20,0,0,0,0,,Bran,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,BranS&G
PAST,20,15,18,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,15,15,10,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PPOR,20,10,10,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PPOR,20,10,10,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,4.1,Sur,RF,15,FR_S,_S&G,submas_enc_S&G
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
